,0,1,2,3,4
77,《民生实验室》实验揭秘:护肤型洗洁精真的可以护手吗?,2016年01月11日,http://news.163.com/17/0725/14/CQ6PR3E700018AOP.html,中金在线,洗餐具 洗果蔬 哪款洗洁精更安全高效 9款餐具 果蔬洗洁精测评报告洗洁精虽然是厨房中最常用的日用品 但你 自己知道怎么挑选洗洁精吗 2015年10月 《消费者报道》...  查看更多相关新闻>>  -  百度快照
78,化工原料兑自来水造出冒牌洗洁精 专门卖给快餐店,2015年10月15日,http://fj.qq.com/a/20170310/006225.htm,南海网,"洋”牌洗洁精(20kg/桶,生产日期为2015年9月),并将其中1桶送到了海南省产品质量监督检验所,委托该机构对产品中的“菌落总数”和“大肠杆菌”两项指标进行检测...  查看更多相关新闻>>  -  百度快照"
79,哈尔滨市抽检手洗餐具洗涤产品 洗涤剂香皂牙膏九成合格,2016年08月19日,http://www.cqn.com.cn/news/xfpd/xfjs/qt/343465.html,中国青年网,"【男子怪病喝洗洁精】2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。  查看更多相关新闻>>  -  百度快照"
80,"网曝""男子每天喝半瓶洗洁精"" 涉事人承认造假",2016年08月19日,http://news.163.com/16/0819/12/BUR5JDAK00011229.html,中国青年网,"【男子怪病喝洗洁精】2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。  查看更多相关新闻>>  -  百度快照"
81,松江区质监局查封一家涉嫌无证生产餐具洗涤剂窝点,2015年10月16日,http://news.ifeng.com/gundong/detail_2010_12/02/3312845_0.shtml,中国质量新闻网,"据通报,本次检查共抽取了开封、商丘、周口、安阳、新乡、郑州6个省辖市10家企业生产的15批次餐具洗涤剂产品。  本次检查依据GB9985-2000《餐具洗涤剂》、《2015年...  百度快照"
82,丈夫醉酒晚归 妻子一气之下喝洗洁精出走,2015年07月20日,http://www.chinanews.com/sh/2016/09-28/8017478.shtml,凤凰网,"经专业机构检测,记者购买的多种“高仿”洗发水均有重金属检出,一款“高仿”洗洁精砷含量超标58倍。专业人士警告,超标58倍的洗洁精长期使用,会增加致癌率。 朝阳区...  查看更多相关新闻>>  -  百度快照"
83,河南抽查:“合雅香”“纯香利”洗洁精上不合格名单,2014年03月11日,http://www.cqn.com.cn/ms/content/2016-09/09/content_3381616.htm,凤凰网,"消费者在选购洗洁精产品时,应检查有无国家有关质量认证标志,是否有商标、厂名、执行标准和保质期等,合格产品应该无异味、黏度适中、无分层、无悬浮物。在使用洗洁...  查看更多相关新闻>>  -  百度快照"
84,"食药监:北京""自然美""光学用洗洁精清洗隐形眼镜",2016年04月11日,http://money.163.com/17/0502/07/CJDR45TG002580SL.html,大江网,“三无”洗洁精洗过碗筷你敢用吗? 南昌检查小餐饮店  百度快照
85,珠海市开展餐饮行业用洗洁精专项整治行动,2016年08月19日,http://www.cqn.com.cn/news/zjpd/dfdt/275921.html,网易,"检查中,食品科工作人员发现该公司蜂蜜出厂检验记录不完善、洗瓶子用的洗洁精信息没有详细记录。工作人员现场要求该公司的相关负责人完善蜂蜜出厂检验记录、并详细登记洗...  查看更多相关新闻>>  -  百度快照"
86,黑工厂制售假洗洁精洗衣粉 老板等7人被刑拘,2014年07月29日,http://news.sina.com.cn/s/2015-03-19/023931621132.shtml,西安日报,"怀疑天然气泄漏咋检查可用洗洁精水来试验分享到: 本报讯(记者 杨春燕)连日的高温让整座城市变成了一个火炉,高温天使用天然气时更要多加注意。7月26日晚上,胡...  查看更多相关新闻>>  -  百度快照"
87,【姜飞调查】劣质洗洁精被证实为冒牌货 海口工商介入调查(组图),2013年09月17日,http://news.163.com/15/1016/21/B6312KJ100014AED.html,中国教育装备采购网,"摘要目的建立测定洗洁精中甲醛的含量的气相色谱方法,评价洗洁精中甲醛的含量。方法气相色谱法,色谱柱:OV-1,6201白色担体,1000mm×40mm不锈钢柱,氢  百度快照"
88,去除水果农残盐水泡效果好 洗洁精效果不明显,2016年08月18日,http://bj.people.com.cn/n/2014/0629/c233081-21533828.html,新浪新闻,"原标题:重庆男子喝洗洁精当饭每日半瓶喝了4年[衰]家住重庆市九龙坡区31岁的张玥,从2012年开始发现自己爱喝洗洁精,最近两年每天都要喝半瓶,一喝就是4年。...  百度快照"
89,洗洁精信息无记录 现场完善详细登记,2016年06月15日,http://news.163.com/16/0819/02/BUQ40AIU00014Q4P.html,网易,"这个洗洁精制假窝点隐藏在开福区浏阳河街道果林分场附近的一处加油站后面。据开福区食安办负责人介绍,经前期暗访、调查后,执法人员对窝点展开突击检查,当场销毁...  查看更多相关新闻>>  -  百度快照"
90,骗子上门推销“魔力洗洁精” 市民上当受骗,2015年02月15日,http://dongying.dzwww.com/dyxw/201312/t20131218_9361549.htm,99健康网,"一女子,带丈夫和儿子去江汉路一家快餐连锁店吃饭,后发现汤里面有洗洁精,接着女子开始呕吐,最后去医院检查。  百度快照"
91,劣质洗洁精被证实为冒牌货 海口工商介入调查,2016年08月18日,http://hainan.ifeng.com/news/zaobanche/detail_2015_10/16/4454727_0.shtml,中国青年网,"31岁男子患怪病喝洗洁精 长达四年每日半瓶(图)发稿时间:2016-08-18 18:05:00 来源: 新华网 中国青年网 张玥告诉记者,之前也去了很多家大小医院检查身体,...  百度快照"
92,央视曝光吊白块、双氧水、洗洁精等制作皮肚,2013年07月17日,http://www.ce.cn/cysc/sp/info/201411/06/t20141106_3864221.shtml,凤凰网,"经查:当事人于2013年1月和4月,分别以供货商托运发货的方式从四川低价购进“文日”洗衣粉和洗洁精、“Tide洁太渍”洗衣粉进行销售。据罗某交代:为了做到以假乱...  百度快照"
93,一洗洁精制假窝点,2014年05月21日,http://finance.ifeng.com/a/20160615/14488742_0.shtml,中国质量新闻网,符合本次监督检查要求  餐具洗涤剂(王牌洗洁精) 450g/包 2013-6-21 温州市瓯海梅屿合成洗涤剂厂 2014年1季度 符合本次监督检查要求  餐具洗涤剂(芳之华洗洁精...  百度快照
94,妻子吞洗洁精 洗洁精也会中毒吗,2016年01月14日,http://news.99.com.cn/minsheng/20160928/654391.htm,中国质量新闻网,"3日,四川省质量技术监督局在其官网公布2015年3季度餐具洗涤剂产品质量省级监督抽查结果,都江堰市好媳妇洗洁剂厂的2批次洗洁精被检出总活性物含量、去污力...  百度快照"
95,过多使用洗涤剂 快捷酒店床单毛巾洗得不干净(图),2016年08月18日,http://js.xhby.net/system/2014/10/29/022361219.shtml,中国江苏网,"这组实验和第一组实验唯一不同的地方是,第三步用洗洁精洗碗后,在流水中将碗冲洗满1分半钟。 结果,用分光光度计分别检测出洗洁精残留,如表2。 “单从数值上...  百度快照"
96,有毒材料制洗洁精黑窝点被现场查封(图),2016年08月19日,http://news.163.com/15/0312/03/AKFPJRPK00014AED.html,中国广播网,"男子患怪病喝洗洁精 每日半瓶已长达四年,近日,记者了解到,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。近日,...  查看更多相关新闻>>  -  百度快照"
97,临沂一窝点 洗衣粉兑水造立白等洗洁精,2016年09月28日,http://news.iqilu.com/shandong/shandonggedi/20090310/70114.shtml,华龙网,"(记者 任国勇 通讯员 陆公轩) 26日凌晨0点,六合公安分局机场派出所接到一女子报警称,她的儿媳妇小杨因琐事与儿子小陈发生争吵,随后喝了洗洁精就离家出走了,希望...  百度快照"
98,女子喝下永和大王鱼丸汤后呕吐 疑似有洗洁精,2015年11月30日,http://www.hinews.cn/news/system/2015/02/13/017327114.shtml,中国质量新闻网,餐具洗涤剂 1.5kg/瓶 2015-10-12 浙江汉莎洗涤用品有限公司 2015年4季度 符合本次监督检查要求 无 2 餐具洗涤剂 3.785L/瓶 2015-07-29 诸暨神鹰康星化...  百度快照
99,成都查获一货值110万元制售假冒洗洁精“黑工厂”,2016年08月19日,http://sichuan.scol.com.cn/fffy/201503/10067697.html,新浪四川站,"重庆男子患怪病喝洗洁精 每日半瓶已四年,2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。这...  查看更多相关新闻>>  -  百度快照"
100,"有只兔子:洗碗不用洗洁精,健康时代的到来!",2015年07月21日,http://news.163.com/17/0518/00/CKM7FJGA00018AOP.html,中国网,"当天,工商部门查处了东郊市场两家涉嫌“高仿”日用品的商户,封存包括洗发水、沐浴液、洗洁精、蚊香、牙膏、化妆品等共计24个品牌的日用品,等待进一步检测。 (记者何...  查看更多相关新闻>>  -  百度快照"
101,贵州省质监局抽查:1批次浓缩洗洁精不合格,2013年04月16日,http://www.cqn.com.cn/ms/content/2016-12/19/content_3737358.htm,浏阳网,"“现在用的都是从超市里买来的这种洗洁精。”他从洗漱间提出一桶某品牌洗洁精,“价格要贵一倍,但用起来放心一些。” 洗洁精使用情况将列入检查 这次突击检查共...  百度快照"
102,惊!这些清洁剂在吞噬你的孕力,2016年09月27日,http://baby.qq.com/a/20140924/017096.htm,中国广播网,"几天前,六合就有一女子,因为丈夫醉酒晚归与其争吵后,竟然吞了洗洁精离家出走了...经医生检查后得知:由于洗洁精毒性不高,且小杨所吞的剂量也不多,并无生命危险...  查看更多相关新闻>>  -  百度快照"
103,洗洁精抹抹井水冲冲 密封餐具竟这样出炉了,2016年04月22日,http://jx.zjol.com.cn/05jx/system/2014/11/27/020382562.shtml,南方网,"近日,市民黄先生向本报反映,自己和同事在市区某商场购物时,同事因为踩到商场地面的洗洁精而不慎滑倒摔伤。  百度快照"
104,自制“三无”洗洁精 工商端掉黑作坊,2015年07月20日,http://www.mxrb.cn/lyxws/content/2011-07/15/content_1060548.htm,人民网黑龙江站,"原标题:“高仿”日用品充斥市场假立白洗洁精砷超标58倍 朝阳区东郊市场一家日用杂货批发店,销售人员(右)在隐蔽处取出“高仿”洗发水卖给记者。新京报记者近日走访...  查看更多相关新闻>>  -  百度快照"
105,洗涤剂并不能100%去除农药残留,2014年09月22日,http://www.39yst.com/xinwen/301350.shtml,闽南网,"检查过程中,王警官和李女士都很急,小明却根本不着急,还说,“我刚刚喝的‘果汁’有点甜”。王警官马上对他进行教育,“那不是饮料,是洗碗的洗洁精,不能乱喝的...  查看更多相关新闻>>  -  百度快照"
106,U-ZA多用途清洗剂 一招去除蔬果农药残留,2016年08月19日,https://news.dahe.cn/2015/11-24/106043041.html,新蓝网,"7日,一组重庆男子患怪病,日喝半瓶洗洁精的1​1张图片在网上蹿红。昨日,记者调查后,发现这是一起假新闻!  百度快照"
107,警惕:这几种常用家居清洁剂会让你不育,2014年03月18日,http://fashion.ifeng.com/baby/haoyun/beiyun/detail_2013_05/30/25882380_0.shtml,网易,"特别喜欢喝这种饮料,那个瓶子里面装的是淡绿色液体,我们看了之后发现是洗洁精。...记者从德阳市人民医院儿科获悉,当晚乐乐被送到急诊科后,医生检查发现他的心肌酶...  查看更多相关新闻>>  -  百度快照"
108,有没有说的这么神奇 iKlear清洁套装评测,2014年03月11日,http://it.21cn.com/digi/fitting/a/2012/0926/10/13112818.shtml,网易,"洗洁精你用对了吗? 洗洁精,烷基磺酸钠,化学成分,... 消费者在选购洗洁精产品时,应检查有无国家有关质量认证标志,是否有商标、厂名、执行标准和保质期等,合格产品...  百度快照"
109,吃了几口菜嘴里吐出很多泡沫 把洗洁精当成了调料,2014年07月15日,http://news.163.com/10/0715/09/6BKG4OQF00014AEE.html,中国质量新闻网,"从2015年1月1日起,各省(区、市)质量技术监督部门按照《办法》规定,对餐具洗涤剂获证企业包装情况开展检查,对仍不符合《办法》要求的生产企业进行查处,促进行业...  百度快照"
110,质检总局:28批次餐具洗涤剂不合格 个别产品甲醛甲醇超标,2016年04月11日,http://www.cqn.com.cn/news/xfpd/ccgg/gjcc/2014/996130.html?_t=t,凤凰江西站,"当你在餐馆享受美食时,可曾想过那些盛满美食的餐具,是用什么洗洁精洗过的?近日,南昌日报热线接到多位市民来电反映,南昌多家餐馆使用“三无”洗洁精清洗餐具。“...  查看更多相关新闻>>  -  百度快照"
111,洗碗用洗洁精不抵开水冲烫,2016年09月28日,http://epaper.anhuinews.com/html/ahsb/20130427/article_2925851.shtml,99健康网,"由于丈夫醉酒晚归,妻子赌气喝下洗洁精。这洗洁精会不会有毒?喝下洗洁精之后会怎么样呢?下面就一起来了解下事情的经过。  查看更多相关新闻>>  -  百度快照"
112,沈阳黑加工点火碱尿素造洗洁精 流入50多家饭店,2013年08月16日,http://finance.sina.com.cn/consume/puguangtai/20130218/185414574741.shtml,网易,"洗洁精搞鬼! 昨日下午3点半左右,读者张先生拨打商报百姓新闻网6757777报料称,...供水公司工作人员赶到,检查该地段后,发现该公司在此路段下方没有埋水管,排除水管...  百度快照"
113,端午节下馆子三无洗洁精餐饮店敢去吗,2014年11月17日,http://news.163.com/10/0609/06/68NDO9TI00014AED.html,人民网,"原标题:公交车地板残留洗洁精 女子上车不慎滑倒进医院 家住杭州普福村的丁...从病例上看,医生初步诊断为头部外伤和多处挫伤,头、颈和腰的CT检查和胸腔、腹部...  查看更多相关新闻>>  -  百度快照"
114,六龄童好奇吞食洗洁精食道被烧成“一条线”,2013年04月08日,http://news.163.com/11/0504/10/7371NTOK00014AED.html,腾讯新闻,"经检查,发现该作坊无生产许可证,并且往臭豆腐里添加违禁添加剂硫酸亚铁。据悉,生产的臭豆腐主要销往马王堆一带的农贸市场、市区流动摊贩等。 在生产洗洁精的作坊里...  百度快照"
115,男子为捡肥皂手臂卡便池 消防员用洗洁精成功施救,2014年09月22日,http://news.163.com/17/0727/03/CQARO72S00018AOP.html,凤凰网,"海都讯 前日下午5时许,晋江陈埭梧埭村某超市里,西滨派出所民警正在进行安全检查,在清洁用品的货架,看到一个3岁左右的小男孩拿着洗洁精。“当时以为男孩父母应该...  百度快照"
116,"9款厨房清洁剂测评,哪款才是真正的去污神器?",2014年05月28日,http://news.cnfol.com/xiaofei/20170323/24476726.shtml,中金在线,"“消毒”用开水烫,“抛光”用洗洁精 在牙科医院内售价不菲的假牙为何被检测出质量问题,这些假牙又来自何处?为了弄清假牙从生产到进入流通领域的全过程,记者通过多...  百度快照"
117,福田东海城市广场组“人墙”驱赶广场舞 还往地上泼洗洁精,2014年04月04日,http://www.sznews.com/news/content/2017-05/10/content_16191563.htm,新浪,"洗洁精作为家居清洁好帮手,可以有效去除餐具等物品的污渍,但其主要成分是烷基磺酸钠、脂肪醇醚硫酸钠等化学成分,若不正确使用,也会对人体带来危害。 传统洗洁精所...  百度快照"
118,有只兔子:免洗洁精餐具为品质生活护航。,2013年03月21日,http://news.163.com/17/0520/00/CKRBL04000018AOP.html,杭州日报,"9日上午,翠苑工商所联合翠苑街道安监办、综治办、区质量技术监督分局依法对该生产窝点进行检查,当场发现片碱、酸、盐及粘性物质等洗洁精加工原料(部分为危化品...  百度快照"
119,奉化捣毁一家“洗洁精”制假窝点,2013年04月25日,http://news.163.com/08/1015/12/4O9VP4KA00011229.html,西部网,"库房工人:“你要洗洁精吗?”     记者:“你这是咋...    根据现场检查发现的种种不规范行为,执法人员当场将产品封存,表示...  百度快照"
120,有只兔子:免洗洁精餐具无需“立白”一样实现立白,2017年09月09日,http://news.163.com/17/0518/00/CKM7FG5F00018AOP.html,中国质量新闻网,"厅《关于开展餐具洗涤剂产品专项整治工作方案的通知》的要求,通辽市质监局成立专案组,会同相关部门对全市餐具洗涤剂产品生产、加工、销售、使用情况进行了专项检查。...  百度快照"
121,洗涤剂能去蔬菜农残?不靠谱,2017年09月04日,http://finance.ifeng.com/a/20160520/14400102_0.shtml,中国青年报,"优客测测15款洗洁精测评,总有几款健康优品放心用:洗洁精一直让“厨房大管家”左右为难,用少了怕洗不干净,用多了又担心残留在碗碟上。优恪旗下优客测测选择了...  百度快照"
122,残留洗洁精食后拉肚子,2017年09月05日,http://e.hznews.com/paper/djsb/20080608/07/6/,新浪上海站,"昨天(4日)上午10点多,浦东江心沙路410号上海意达洗涤剂公司发生火灾,所幸未造成...上海医生吃泻药给自己做肠镜 呼吁:不要忽视肠镜检查 上港队长喜得千金成新晋奶...  百度快照"
123,劣质洗洁精流进大饭店3:供货商干了十几年都没人管,2017年08月09日,http://news.sina.com.cn/c/2005-02-20/03285147432s.shtml,湖南省人民政府,"前,张家界市质监局永定分局开展了餐具洗涤剂专项整治行动。  此次整治行动,重点针对违法生产、使用无生产许可证洗洁精的行为。共检查无证生产小作坊2家,经营性使用...  百度快照"
124,厨房清洗剂质量风险监测 三成多对皮肤有刺激,2016年12月28日,http://news.ifeng.com/a/20150326/43420277_0.shtml,奥一网,南都讯 记者岑龙基  环保检查一瓶洗洁精(不合格)罚3万元、电饭锅罚一万多元、没后门也要罚一万元?佛山顺德容桂部分商家听信了这种传言后不敢开门营业。容桂街道...  百度快照
125,江夏一“消毒公司”因用不明洗洁精被查处,2016年12月28日,http://news.163.com/07/0411/08/3BPKIHFO000120GU.html,南方网,"下午2时,容桂街道办发布通报称,近日微博、微信上流传“环保检查一瓶洗洁精罚3万元、电饭锅罚万几元、没后门罚一万元、政府对所有餐饮娱乐服务行业开展大规模...  查看更多相关新闻>>  -  百度快照"
126,贵阳“两湖”饮用水源保护区 禁磷屡禁不绝(组图),2016年08月25日,http://news.sohu.com/20061115/n246398362.shtml,网易,"台海网8月25日讯(海峡导报记者 香卉辉 通讯员 杜宁)最近,厦门市市场监督管理局对厦门自贸片区内线下销售的部分商品进行抽查,发现共两批次的进口纸巾和洗洁精菌落...  查看更多相关新闻>>  -  百度快照"
127,冒牌洗洁精加工窝点覆灭记,2015年04月08日,http://www.cqn.com.cn/news/zgzlb/diba/36095.html,网易,"重庆晨报永川读本讯 记者 张梁 邓鑫 怀疑家里燃气泄漏,却不知该怎么检测。其实,只需要一杯清水,还有一点洗洁精,就能解决这个问题。近日,文曲路社区联合重庆永川...  查看更多相关新闻>>  -  百度快照"
128,徐州市质检中心完成全省卫生洁具清洗剂监督抽查及风险监测工作,2016年08月19日,http://www.cqn.com.cn/news/zjpd/dfdt/1130263.html,鲁中网,"摘要: 在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。 近日,记者了解到,在重庆市九龙坡区劳动一村家属区内有一位...  百度快照"
129,果蔬温水盐水洗涤剂效果不同 今可免费测农残,2016年08月19日,http://www.chinadaily.com.cn/hqcj/xfly/2015-04-18/content_13563117.html,中国小康网,"7日,网上出现了一组男子喝洗洁精的图片,引起强烈反响。该男子叫张玥,家住重庆市九龙坡区劳动一村家属区,每天都要喝洗洁精半瓶,并且一喝就是4年,但去医院...  百度快照"
130,福州19家酒楼使用黑作坊洗洁精 细菌超标几百倍,2014年06月21日,http://news.163.com/07/0409/09/3BKKNQ05000120GU.html,新浪新闻,"华商报讯(记者马虎振)根据西安市质监局加强对商业场所洗洁精进行质量监督检查的要求,质监新城分局会同市质检院,对新城区内规模较大的17家酒店所用的洗洁精进行了...  查看更多相关新闻>>  -  百度快照"
131,楚天金报报道促动 武汉将清查餐馆酒店问题洗洁精(图),2016年12月29日,http://news.163.com/07/0323/09/3A8QDRJG000120GU.html,新华网,"食肆洗洁精不合格罚3万元?谣言!---昨日,容桂街道办及区环运局在第一时间发文辟谣,纷纷指出这些网络谣言不属实。甚至,还有流言称顺德大良、容桂过千人执法整治...  查看更多相关新闻>>  -  百度快照"
132,饮食店惊人内幕:洗菜用洗衣粉 洗碗不用洗洁精,2016年09月19日,http://business.sohu.com/57/33/article206833357.shtml,中国质量新闻网,"为保障消费者合法权益,进一步提升产品质量安全,质量月期间,北京市大兴区质监局开展了餐具洗涤剂专项监督检查。 执法人员认真核对企业相关资质,要求企业严格按照获证...  百度快照"
133,受检洗衣粉都检出荧光增白剂 不少洗洁精洗手液检出塑化剂,2016年11月04日,http://jsnews.jschina.com.cn/system/2015/03/20/024036328.shtml,和讯科技,"检测结果显示,用清水浸泡30分钟的洗菜方式去除农药残留效果最好;其次是用果蔬洗洁精浸泡清洗。用清水、盐水、碱水、淘米水浸泡15分钟,去除农残效果并不明显。 专家告...  查看更多相关新闻>>  -  百度快照"
134,一天搅出几吨洗洁精,2015年12月01日,http://finance.sina.com.cn/roll/20070323/02511283320.shtml,乐视视频,苏州:检查发现“罕见”洗洁精 竟是无证无照“问题产品”播放数:评论数: 类型:社会新闻 发布时间:2015-12-01 10:43:17 详细介绍: 苏州:检查发现“罕见”洗洁...  百度快照
135,杭州捣毁一地下洗洁精加工厂,2016年01月13日,http://news.enorth.com.cn/system/2001/01/17/000051473.shtml,新蓝网,"市面上的多数洗洁精都号称“无残留”、“不伤手”,最近某消费杂志向第三方权威检测机构送检了9款不同品牌的洗洁精,结果显示蓝月亮、立白等一些消费者耳熟能详的...  百度快照"
136,广州抽查定量包装合成洗涤剂 18批次净含量检验不合格,2014年07月09日,http://www.cqn.com.cn/news/xfpd/ccgg/dfcc/2014/1008622.html,国家质检总局,"从2015年1月1日起,各省(区、市)质量技术监督部门按照《办法》规定,对餐具洗涤剂获证企业包装情况开展检查,对仍不符合《办法》要求的生产企业进行查处,促进行业健康...  查看更多相关新闻>>  -  百度快照"
137,六大品牌测评 贝亲婴儿衣物清洗剂不合格,2016年01月11日,http://info.clean.hc360.com/2014/01/060848263974.shtml,中金在线,洗餐具 洗果蔬 哪款洗洁精更安全高效 9款餐具 果蔬洗洁精测评报告洗洁精虽然是厨房中最常用的日用品 但你 自己知道怎么挑选洗洁精吗 2015年10月 《消费者报道》...  查看更多相关新闻>>  -  百度快照
138,公用餐具不干净三无洗涤剂入餐馆 监督员查来历,2015年10月15日,http://news.163.com/05/0413/13/1H7LVP8M0001122B.html,南海网,"洋”牌洗洁精(20kg/桶,生产日期为2015年9月),并将其中1桶送到了海南省产品质量监督检验所,委托该机构对产品中的“菌落总数”和“大肠杆菌”两项指标进行检测...  查看更多相关新闻>>  -  百度快照"
139,武汉卫生监督所将对餐饮单位洗洁精开展大清查,2016年08月19日,http://news.163.com/07/0308/09/3925UC6F00011229.html,中国青年网,"【男子怪病喝洗洁精】2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。  查看更多相关新闻>>  -  百度快照"
140,"油洒了,合肥金高架变“碰碰车场” 洗洁精成功解围",2016年08月19日,http://news.hexun.com/2015-09-19/179281079.html,中国青年网,"【男子怪病喝洗洁精】2016年8月17日。近日,在重庆市九龙坡区劳动一村家属区内有一位患有罕见怪病的男子,该男子每天都要喝洗洁精半瓶。  查看更多相关新闻>>  -  百度快照"
141,自制“三无”洗洁精 工商端掉黑作坊,2015年10月16日,http://www.mxrb.cn/lyxws/content/2011-07/15/content_1060548.htm,中国质量新闻网,"据通报,本次检查共抽取了开封、商丘、周口、安阳、新乡、郑州6个省辖市10家企业生产的15批次餐具洗涤剂产品。  本次检查依据GB9985-2000《餐具洗涤剂》、《2015年...  百度快照"
142,"有毒的洗洁精,能用?变味的臭豆腐,能吃?",2015年07月20日,http://news.qq.com/a/20130408/001725.htm,凤凰网,"经专业机构检测,记者购买的多种“高仿”洗发水均有重金属检出,一款“高仿”洗洁精砷含量超标58倍。专业人士警告,超标58倍的洗洁精长期使用,会增加致癌率。 朝阳区...  查看更多相关新闻>>  -  百度快照"
143,珠海查处一无生产许可证生产洗洁精企业,2014年03月11日,http://finance.sina.com.cn/roll/20080911/15092421149.shtml,凤凰网,"消费者在选购洗洁精产品时,应检查有无国家有关质量认证标志,是否有商标、厂名、执行标准和保质期等,合格产品应该无异味、黏度适中、无分层、无悬浮物。在使用洗洁...  查看更多相关新闻>>  -  百度快照"
144,U-ZA多用途清洗剂 一招去除蔬果农药残留,2016年04月11日,https://news.dahe.cn/2015/11-24/106043041.html,大江网,“三无”洗洁精洗过碗筷你敢用吗? 南昌检查小餐饮店  百度快照
145,黑窝点简单勾兑化学品造洗涤剂 专卖餐厅洗车行,2016年08月19日,http://news.hsw.cn/system/2011/04/24/050904656.shtml,网易,"检查中,食品科工作人员发现该公司蜂蜜出厂检验记录不完善、洗瓶子用的洗洁精信息没有详细记录。工作人员现场要求该公司的相关负责人完善蜂蜜出厂检验记录、并详细登记洗...  查看更多相关新闻>>  -  百度快照"
146,质检总局:28批次餐具洗涤剂不合格 个别产品甲醛甲醇超标,2014年07月29日,http://www.cqn.com.cn/news/xfpd/ccgg/gjcc/2014/996130.html?_t=t,西安日报,"怀疑天然气泄漏咋检查可用洗洁精水来试验分享到: 本报讯(记者 杨春燕)连日的高温让整座城市变成了一个火炉,高温天使用天然气时更要多加注意。7月26日晚上,胡...  查看更多相关新闻>>  -  百度快照"
147,洗碗用洗洁精不抵开水冲烫,2013年09月17日,http://epaper.anhuinews.com/html/ahsb/20130427/article_2925851.shtml,中国教育装备采购网,"摘要目的建立测定洗洁精中甲醛的含量的气相色谱方法,评价洗洁精中甲醛的含量。方法气相色谱法,色谱柱:OV-1,6201白色担体,1000mm×40mm不锈钢柱,氢  百度快照"
148,吃了几口菜嘴里吐出很多泡沫 把洗洁精当成了调料,2016年08月18日,http://news.163.com/10/0715/09/6BKG4OQF00014AEE.html,新浪新闻,"原标题:重庆男子喝洗洁精当饭每日半瓶喝了4年[衰]家住重庆市九龙坡区31岁的张玥,从2012年开始发现自己爱喝洗洁精,最近两年每天都要喝半瓶,一喝就是4年。...  百度快照"
149,沈阳黑加工点火碱尿素造洗洁精 流入50多家饭店,2016年06月15日,http://finance.sina.com.cn/consume/puguangtai/20130218/185414574741.shtml,网易,"这个洗洁精制假窝点隐藏在开福区浏阳河街道果林分场附近的一处加油站后面。据开福区食安办负责人介绍,经前期暗访、调查后,执法人员对窝点展开突击检查,当场销毁...  查看更多相关新闻>>  -  百度快照"
150,残留洗洁精食后拉肚子,2015年02月15日,http://e.hznews.com/paper/djsb/20080608/07/6/,99健康网,"一女子,带丈夫和儿子去江汉路一家快餐连锁店吃饭,后发现汤里面有洗洁精,接着女子开始呕吐,最后去医院检查。  百度快照"
151,端午节下馆子三无洗洁精餐饮店敢去吗,2016年08月18日,http://news.163.com/10/0609/06/68NDO9TI00014AED.html,中国青年网,"31岁男子患怪病喝洗洁精 长达四年每日半瓶(图)发稿时间:2016-08-18 18:05:00 来源: 新华网 中国青年网 张玥告诉记者,之前也去了很多家大小医院检查身体,...  百度快照"
152,六龄童好奇吞食洗洁精食道被烧成“一条线”,2013年07月17日,http://news.163.com/11/0504/10/7371NTOK00014AED.html,凤凰网,"经查:当事人于2013年1月和4月,分别以供货商托运发货的方式从四川低价购进“文日”洗衣粉和洗洁精、“Tide洁太渍”洗衣粉进行销售。据罗某交代:为了做到以假乱...  百度快照"
153,男子为捡肥皂手臂卡便池 消防员用洗洁精成功施救,2014年05月21日,http://news.163.com/17/0727/03/CQARO72S00018AOP.html,中国质量新闻网,符合本次监督检查要求  餐具洗涤剂(王牌洗洁精) 450g/包 2013-6-21 温州市瓯海梅屿合成洗涤剂厂 2014年1季度 符合本次监督检查要求  餐具洗涤剂(芳之华洗洁精...  百度快照
154,孕妇食火锅后呕血 怀疑洗洁精误入火锅汤(图),2016年01月14日,http://news.enorth.com.cn/system/2008/03/11/002955296.shtml,中国质量新闻网,"3日,四川省质量技术监督局在其官网公布2015年3季度餐具洗涤剂产品质量省级监督抽查结果,都江堰市好媳妇洗洁剂厂的2批次洗洁精被检出总活性物含量、去污力...  百度快照"
155,"9款厨房清洁剂测评,哪款才是真正的去污神器?",2016年08月18日,http://news.cnfol.com/xiaofei/20170323/24476726.shtml,中国江苏网,"这组实验和第一组实验唯一不同的地方是,第三步用洗洁精洗碗后,在流水中将碗冲洗满1分半钟。 结果,用分光光度计分别检测出洗洁精残留,如表2。 “单从数值上...  百度快照"
